,cut,level,salary,years,price
44796,Ideal,E,61.8,55,1624
44797,Very Good,E,61.5,56,1624
44798,Premium,G,59.8,58,1624
44799,Very Good,G,59.4,60,1624
44800,Very Good,E,62.7,54,1624
44801,Premium,E,62.3,60,1624
44802,Ideal,E,61.5,57,1624
44803,Very Good,E,61.3,58,1624
44804,Very Good,E,61.8,58,1624
44805,Premium,G,62.2,59,1624
44806,Very Good,E,61.3,59,1624
44807,Premium,G,60.7,60,1624
44808,Premium,G,59.9,59,1624
44809,Ideal,E,60,57,1624
44810,Ideal,E,62.1,54,1624
44811,Very Good,G,61,59,1624
44812,Ideal,E,61.4,57,1624
44813,Ideal,E,62.2,55,1624
44814,Ideal,E,61.3,57,1624
44815,Ideal,G,62,55,1624
44816,Ideal,E,62.6,54,1624
44817,Premium,G,62.5,58,1624
44818,Premium,G,59.7,60,1624
44819,Very Good,E,62.9,59,1624
44820,Ideal,E,61.6,55,1624
44821,Very Good,G,62.1,55,1624
44822,Premium,G,62.5,60,1624
44823,Ideal,F,61.3,57,1624
44824,Ideal,F,61.5,56,1624
44825,Ideal,G,60.1,57,1624
44826,Good,F,58.2,58,1624
44827,Good,F,61.8,62.8,1624
44828,Ideal,F,62,54,1624
44829,Ideal,F,61.8,55,1624
44830,Good,E,64.3,54,1624
44831,Ideal,E,62.9,57,1624
44832,Premium,E,61.7,59,1624
44833,Premium,E,61.3,59,1624
44834,Good,E,64.3,55,1624
44835,Premium,E,61.8,60,1624
44836,Very Good,E,61.5,58,1625
44837,Ideal,G,62.1,57,1625
44838,Very Good,F,62.5,56,1625
44839,Premium,E,60.8,58,1625
44840,Ideal,E,61.6,57,1625
44841,Ideal,H,61.7,56,1625
44842,Ideal,H,61.3,56,1625
44843,Ideal,H,61.3,56,1625
44844,Ideal,G,61,55,1625
44845,Ideal,F,61.1,56,1625
44846,Ideal,F,61.2,56,1625
44847,Good,E,64.3,56,1625
44848,Good,D,58.4,58,1625
44849,Fair,I,65.9,58,1625
44850,Very Good,J,62.6,57,1626
44851,Ideal,I,61.8,55,1626
44852,Ideal,H,61.7,55,1626
44853,Ideal,H,61.5,56,1626
44854,Good,F,57.7,61,1626
44855,Very Good,F,60,57,1627
44856,Very Good,D,62.8,60,1627
44857,Very Good,D,63.4,57,1627
44858,Very Good,F,63.3,57,1627
44859,Premium,F,60.7,59,1627
44860,Ideal,I,62,57,1627
44861,Premium,D,61.6,56,1627
44862,Very Good,H,60.7,56,1628
44863,Very Good,H,62.3,56,1628
44864,Very Good,H,60.7,56,1628
44865,Very Good,H,62.3,57,1628
44866,Very Good,D,61.2,56,1628
44867,Good,E,56.9,60,1628
44868,Ideal,D,62,56,1628
44869,Ideal,D,61.8,54,1628
44870,Ideal,G,61.7,54,1628
44871,Ideal,G,62,55,1628
44872,Very Good,E,61.7,59,1629
44873,Very Good,G,62.3,58,1629
44874,Very Good,D,62.8,54,1629
44875,Ideal,F,62.5,56,1629
44876,Ideal,D,61.9,54,1629
44877,Ideal,G,62.3,54,1629
44878,Premium,E,62.9,60,1629
44879,Premium,G,58.9,59,1629
44880,Premium,G,61.1,60,1629
44881,Premium,G,60.7,62,1629
44882,Premium,G,60.3,60,1629
44883,Premium,E,61.3,56,1629
44884,Ideal,E,61,56,1629
44885,Ideal,E,62.9,54,1629
44886,Ideal,E,62.2,56,1629
44887,Very Good,E,60,63,1629
44888,Ideal,E,61.4,56,1629
44889,Premium,E,61.8,59,1629
44890,Premium,E,61.4,58,1629
44891,Ideal,E,62.1,57,1629
44892,Ideal,E,63,54,1629
44893,Ideal,E,62.5,57,1629
44894,Very Good,E,63.5,54,1629
44895,Very Good,E,63.4,58,1629
44896,Very Good,E,63.5,58,1629
44897,Premium,E,62.4,62,1629
44898,Very Good,E,63.2,57,1629
44899,Very Good,E,63.2,56,1629
44900,Ideal,E,63,57,1629
44901,Premium,E,62.6,60,1629
44902,Premium,G,63,55,1629
44903,Premium,G,60.8,60,1629
44904,Very Good,E,63.4,59,1629
44905,Premium,E,62.4,57.6,1630
44906,Ideal,H,61.6,59,1630
44907,Ideal,F,61.7,56,1630
44908,Ideal,E,62.2,57,1630
44909,Premium,D,60,58,1631
44910,Very Good,D,61.4,57,1631
44911,Ideal,D,62,55,1631
44912,Very Good,F,61.9,58,1631
44913,Ideal,F,61.8,55,1631
44914,Ideal,F,61.5,55,1631
44915,Premium,D,61,58,1631
44916,Ideal,F,61.1,56,1631
44917,Ideal,D,62.2,56,1631
44918,Very Good,F,60.6,55,1631
44919,Premium,F,61.4,60,1631
44920,Ideal,D,61.7,56,1631
44921,Ideal,G,62,57,1631
44922,Fair,F,64.7,56,1631
44923,Very Good,E,63.3,59,1632
44924,Ideal,F,61.4,57,1632
44925,Ideal,G,62.3,53.7,1632
44926,Ideal,G,60.2,56,1632
44927,Ideal,G,60.2,57,1632
44928,Ideal,G,59,59,1632
44929,Ideal,F,61.8,54,1632
44930,Very Good,D,63.2,60,1632
44931,Very Good,G,59.9,54.6,1633
44932,Very Good,D,63.2,60,1633
44933,Very Good,H,61.2,55.8,1633
44934,Ideal,D,61.7,56,1633
44935,Ideal,H,61.3,55.9,1633
44936,Ideal,G,61.5,56,1633
44937,Ideal,F,60.8,57,1633
44938,Ideal,E,61.7,56,1633
44939,Fair,G,58,71,1633
44940,Ideal,G,61.2,54,1633
44941,Premium,F,61.3,60,1633
44942,Very Good,E,64.4,55,1634
44943,Ideal,G,60.1,55,1634
44944,Ideal,H,62.3,56,1634
44945,Ideal,G,61.2,55,1634
44946,Premium,F,61,57,1634
44947,Premium,F,62.2,61,1634
44948,Good,D,63.4,56,1635
44949,Good,D,63.3,54,1635
44950,Good,D,63.4,57,1635
44951,Very Good,D,62.8,58,1635
44952,Good,D,63.7,56,1635
44953,Ideal,D,62.4,55,1635
44954,Very Good,G,60.9,56,1636
44955,Ideal,E,62.7,56,1636
44956,Very Good,E,62,61,1636
44957,Very Good,I,63,57,1636
44958,Ideal,E,61.5,55,1636
44959,Ideal,E,61.6,55,1636
44960,Ideal,G,61.9,56,1636
44961,Premium,I,62.6,59,1636
44962,Ideal,F,62,56,1636
44963,Very Good,F,63.4,56,1636
44964,Premium,F,62.1,58,1636
44965,Good,D,63.8,56,1636
44966,Premium,I,62,59,1636
44967,Premium,G,58.9,59,1636
44968,Very Good,D,63.4,58,1636
44969,Very Good,G,62.7,59,1637
44970,Ideal,G,62.2,56,1637
44971,Ideal,H,60.8,56,523
44972,Ideal,H,61.2,56,523
44973,Ideal,H,60.9,56,523
44974,Ideal,H,61.2,55,523
44975,Ideal,I,62.4,54,523
44976,Ideal,I,60.9,57,523
44977,Ideal,I,61.3,56,523
44978,Ideal,I,62,54,523
44979,Ideal,H,61.5,56,523
44980,Ideal,H,60.8,56,523
44981,Premium,I,61.3,58,523
44982,Premium,G,61.8,59,523
44983,Premium,G,63,57,523
44984,Premium,G,62.3,57,523
44985,Ideal,G,61.7,56,523
44986,Premium,G,60.3,59,523
44987,Ideal,G,60.5,57,523
44988,Premium,G,61.3,58,523
44989,Premium,J,61.8,59,523
44990,Premium,J,60.7,60,523
44991,Ideal,I,62.7,56,523
44992,Good,I,63.8,55,523
44993,Ideal,I,63,57,523
44994,Premium,I,60.7,60,523
44995,Premium,I,61.5,59,523
44996,Premium,I,61.4,61,523
44997,Very Good,I,63.3,53,523
44998,Premium,I,62.3,59,523
44999,Very Good,I,63.5,56,523
45000,Very Good,G,63.3,54,523
45001,Ideal,F,62.3,55,1637
45002,Ideal,F,62.1,55,1637
45003,Very Good,F,62,54,1637
45004,Ideal,F,59.2,57,1637
45005,Good,E,63.1,58,1637
45006,Very Good,E,60.7,56,1637
45007,Premium,G,61.1,60,1637
45008,Ideal,D,62.6,56,1637
45009,Ideal,D,61.6,57,1637
45010,Ideal,D,61.6,56,1637
45011,Ideal,H,61.1,56,1637
45012,Ideal,F,62.7,54,1637
45013,Premium,H,61.3,58,1637
45014,Premium,G,62,58,1637
45015,Ideal,G,61.9,57,1637
45016,Ideal,G,60.7,56,1637
45017,Premium,H,61.9,56,1637
45018,Premium,I,60.8,61,1637
45019,Ideal,H,62.4,56,1637
45020,Ideal,H,61.9,56,1637
45021,Premium,H,62.4,55,1637
45022,Premium,H,60.8,61,1637
45023,Ideal,H,62.7,57,1637
45024,Ideal,H,61.5,56,1637
45025,Premium,G,60,59,1637
45026,Ideal,G,62.3,54,1637
45027,Ideal,G,60.4,57,1637
45028,Premium,G,62.7,58,1637
45029,Premium,G,61,60,1637
45030,Ideal,E,60.5,57,1637
45031,Ideal,E,61.5,57,1637
45032,Premium,E,62.2,58,1637
45033,Ideal,E,62.1,56,1637
45034,Premium,G,58.7,62,1637
45035,Good,G,56.9,62,1637
45036,Premium,E,61.6,61,1637
45037,Fair,H,61.5,63,1637
45038,Very Good,E,63.3,55,1638
45039,Very Good,E,63.5,57,1638
45040,Ideal,E,62,56,1639
45041,Very Good,F,60.9,55,1639
45042,Ideal,H,61.6,56,1639
45043,Ideal,H,60.7,57,1639
45044,Ideal,F,61.5,56,1639
45045,Ideal,F,61.9,55,1639
45046,Very Good,H,61.2,59.2,1640
45047,Very Good,E,61.8,58,1640
45048,Ideal,I,60.5,57,1640
45049,Good,G,59,62,1640
45050,Premium,E,61.8,58,1640
45051,Premium,E,61.4,59,1640
45052,Very Good,E,63,58,1641
45053,Very Good,G,63.8,58,1641
45054,Ideal,G,61.1,55,1641
45055,Ideal,H,62.1,54,1641
45056,Very Good,E,63.1,56,1641
45057,Premium,E,62.7,58,1641
45058,Fair,F,55.1,66,1641
45059,Premium,E,60.7,61,1641
45060,Premium,E,59.1,61,1641
45061,Very Good,G,63.3,56,1641
45062,Fair,E,64.4,57,1641
45063,Very Good,G,63.1,56,1642
45064,Ideal,G,60.2,59,1642
45065,Good,F,62.8,62,1642
45066,Premium,D,61.9,60,1642
45067,Fair,F,56,67,1642
45068,Very Good,H,61,56,1643
45069,Ideal,E,59.3,57,1643
45070,Very Good,J,60.7,58,1643
45071,Ideal,F,61.7,56,1643
45072,Good,F,64.9,57,1643
45073,Very Good,E,62.2,62,1644
45074,Ideal,D,60.5,56,1644
45075,Ideal,E,61.5,56,1644
45076,Ideal,E,61.3,55,1644
45077,Ideal,E,61,57,1644
45078,Good,J,63.5,64,1644
45079,Ideal,G,61,57,1644
45080,Good,D,60.9,60,1644
45081,Premium,E,62.5,55,1645
45082,Ideal,D,61,56,1645
45083,Good,G,59.8,63,1645
45084,Premium,G,61.5,61,1645
45085,Very Good,D,63.4,58,1646
45086,Very Good,D,61.1,58,1646
45087,Ideal,E,61.3,54,1646
45088,Premium,E,60.9,58,1646
45089,Ideal,D,60.1,59,1646
45090,Ideal,F,61.5,58,1646
45091,Ideal,D,62.5,55,1646
45092,Good,F,57.9,64,1646
45093,Premium,F,61,58,1646
45094,Premium,G,61.9,61,1646
45095,Premium,G,61.8,60,1646
45096,Very Good,E,59.1,60,1647
45097,Ideal,I,61.6,53,1647
45098,Very Good,G,62.3,55,1648
45099,Very Good,G,61.2,57,1648
45100,Very Good,G,59.3,56,1648
45101,Ideal,H,62.5,53,1648
45102,Ideal,H,61.9,54,1648
45103,Ideal,H,61.1,56,1648
45104,Ideal,H,61.1,57,1648
45105,Ideal,H,62.2,59,1648
45106,Premium,F,61.8,59,1649
45107,Ideal,F,61.3,54,1649
45108,Ideal,E,62.5,57,1649
45109,Ideal,E,61.6,55,1649
45110,Ideal,E,61.5,55,1649
45111,Very Good,D,60.3,61,1650
45112,Ideal,F,62.2,55,1650
45113,Ideal,D,61.7,55,1650
45114,Premium,D,62.6,57,1650
45115,Premium,G,61.9,58,1650
45116,Good,I,63.6,63,1651
45117,Good,I,60,64,1651
45118,Very Good,D,60.4,57,1651
45119,Ideal,E,61,55,1651
45120,Ideal,D,62.5,56,1651
45121,Premium,F,60,57,1651
45122,Premium,F,58.5,60,1651
45123,Premium,D,61.5,55,1651
45124,Fair,D,65.1,63,1651
45125,Fair,G,62.7,60,1651
45126,Very Good,E,62.9,58,1652
45127,Ideal,G,62.3,53.5,1652
45128,Ideal,F,61.7,56,1652
45129,Ideal,H,62.8,57,1652
45130,Ideal,E,62.8,55,1653
45131,Very Good,E,62.5,58,1653
45132,Very Good,F,61.8,59,1653
45133,Very Good,F,60,59,1653
45134,Very Good,E,62.8,57,1653
45135,Premium,H,59.8,62,1653
45136,Ideal,D,62.4,55,1653
45137,Premium,E,62.5,59,1653
45138,Ideal,I,62.1,55,1654
45139,Ideal,E,62.1,55,1654
45140,Very Good,E,63,59,1654
45141,Premium,F,59.6,58,1654
45142,Ideal,G,62.1,56,1654
45143,Premium,F,60.7,58,1654
45144,Ideal,F,61.6,53,1654
45145,Premium,F,61.1,60,1654
45146,Ideal,F,62.9,55,1654
45147,Premium,F,61.3,60,1654
45148,Premium,F,61.9,56,1654
45149,Premium,F,62.4,60,1654
45150,Premium,F,61.7,59,1654
45151,Premium,F,61.8,58,1654
45152,Premium,F,61.8,58,1654
45153,Premium,F,62.1,58,1654
45154,Premium,F,62.8,61,1654
45155,Ideal,D,60.9,57,1654
45156,Ideal,D,60.8,56,1654
45157,Ideal,D,61.6,55,1654
45158,Premium,D,62.2,59,1654
45159,Premium,D,61.2,60,1654
45160,Premium,D,62.2,57,1654
45161,Premium,D,60.7,61,1654
45162,Premium,D,62.1,58,1654
45163,Ideal,D,62.9,57,1654
45164,Ideal,D,62.6,57,1654
45165,Ideal,D,61.9,57,1654
45166,Premium,D,62.3,58,1654
45167,Premium,D,62.6,56,1654
45168,Ideal,F,62.7,54,1654
45169,Premium,E,62.2,56,1654
45170,Premium,J,62.8,58,1654
45171,Premium,E,58.6,60,1654
45172,Premium,E,60.6,59,1654
45173,Very Good,G,59.6,58,1655
45174,Ideal,H,61.6,57,1655
45175,Ideal,F,61.2,56,1655
45176,Ideal,F,61.1,54,1655
45177,Ideal,E,60.6,59,1655
45178,Very Good,E,61.9,58,1656
45179,Ideal,G,61.7,56,1656
45180,Ideal,E,61.8,57,1656
45181,Very Good,G,62.9,58,1656
45182,Ideal,G,62.7,56,1656
45183,Ideal,E,61.8,56,1656
45184,Ideal,E,62,56,1656
45185,Ideal,G,62.1,55,1656
45186,Ideal,E,61.7,54,1656
45187,Ideal,G,62.2,55,1656
45188,Premium,G,62.1,60,1656
45189,Very Good,E,61.3,60,1656
45190,Ideal,G,62.5,57,1656
45191,Ideal,G,62.7,54,1656
45192,Premium,G,62.3,59,1656
45193,Ideal,E,60.4,57,1656
45194,Ideal,G,61.9,56,1656
45195,Ideal,E,61.6,56.3,1656
45196,Ideal,E,60.9,56,1656
45197,Ideal,G,59.7,57,1656
45198,Premium,G,62.5,58,1656
45199,Premium,E,61.7,58,1656
45200,Ideal,E,62.6,55,1656
45201,Premium,E,60.3,59,1656
45202,Premium,E,61.9,59,1656
45203,Premium,E,61,60,1656
45204,Premium,G,61.1,58,1656
45205,Very Good,G,62.7,56,1656
45206,Ideal,E,61.5,57,1656
45207,Premium,G,62.3,58,1656
45208,Ideal,G,61.7,55,1656
45209,Ideal,G,61,55,1656
45210,Ideal,E,62.5,55,1656
45211,Ideal,G,62,56,1656
45212,Premium,E,62.5,59,1656
45213,Premium,E,61.3,58,1656
45214,Good,E,63.3,56,1656
45215,Very Good,E,60.5,56,1656
45216,Ideal,E,61.4,57,1656
45217,Ideal,E,61.9,55,1656
45218,Ideal,E,61.9,56,1656
45219,Ideal,E,62.2,57,1656
45220,Ideal,E,62.4,57,1656
45221,Ideal,F,61.4,56,1656
45222,Ideal,E,61.1,57,1656
45223,Ideal,E,62.4,58,1656
45224,Ideal,E,60.7,55,1656
45225,Very Good,F,58.8,60,1657
45226,Very Good,F,60,61,1657
45227,Premium,J,62,58,1657
45228,Ideal,J,61.6,57,1657
45229,Very Good,F,61.4,57,1657
45230,Ideal,E,62.6,55,1657
45231,Ideal,F,61.5,57,1657
45232,Ideal,E,61.4,58,1657
45233,Good,D,60.9,62,1657
45234,Very Good,D,63.1,54,1657
45235,Very Good,D,63.1,56,1658
45236,Ideal,G,61.4,56,1658
45237,Very Good,H,62.2,55,1659
45238,Very Good,H,61.7,55,1659
45239,Very Good,G,62,58,1659
45240,Ideal,D,61,56,1659
45241,Ideal,D,61.4,56,1659
45242,Very Good,E,62.8,57.6,1659
45243,Ideal,G,61.8,58,1659
45244,Ideal,E,61.7,58,1659
45245,Ideal,G,62.4,54,1659
45246,Ideal,G,61.4,56,1659
45247,Ideal,G,61.7,55,1659
45248,Fair,I,65.1,55.6,1659
45249,Ideal,D,62.3,56,1659
45250,Premium,D,59.6,58,1659
45251,Fair,G,66.1,62,1659
45252,Good,E,63.3,55,1660
45253,Ideal,G,62.3,54,1660
45254,Ideal,F,61.7,56,1660
45255,Ideal,D,61.9,54,1660
45256,Good,E,61.5,61,1660
45257,Very Good,F,60.6,57,1661
45258,Ideal,F,61.6,57,1661
45259,Ideal,E,62.6,57,1661
45260,Ideal,F,62.2,57,1662
45261,Very Good,D,62.1,56,1662
45262,Ideal,D,61.5,56,1662
45263,Ideal,D,60.7,56,1662
45264,Ideal,D,62.4,57,1662
45265,Ideal,F,62.3,56,1662
45266,Ideal,F,60.1,56,1662
45267,Very Good,D,62.9,57,1662
45268,Ideal,D,62.1,56,1662
45269,Premium,D,60.4,60,1662
45270,Ideal,F,61.4,57,1662
45271,Very Good,D,62,55,1662
45272,Very Good,F,59.5,58,1662
45273,Premium,F,61.8,58,1662
45274,Very Good,F,59.4,57,1662
45275,Premium,H,60.6,60,1662
45276,Very Good,D,62.1,58,1662
45277,Ideal,F,60.3,55,1662
45278,Ideal,D,60.8,57,1662
45279,Ideal,G,60.9,56,1662
45280,Ideal,G,60.7,55,1662
45281,Ideal,G,60.8,55,1662
45282,Ideal,G,61.4,56.3,1662
45283,Ideal,G,59.6,57,1662
45284,Ideal,F,60.6,55,1662
45285,Ideal,G,61.2,56,1662
45286,Ideal,G,60.9,56,1662
45287,Premium,G,62.1,58,1662
45288,Ideal,G,61.6,56,1662
45289,Premium,G,62.2,58,1662
45290,Premium,E,59.3,58,1662
45291,Ideal,E,61.5,55,1662
45292,Premium,E,59.2,61,1662
45293,Ideal,E,61.4,55,1662
45294,Ideal,E,61,57,1662
45295,Ideal,E,61.9,57,1662
45296,Premium,E,60.6,58,1662
45297,Very Good,E,63.1,55,1662
45298,Ideal,E,62,54,1662
45299,Very Good,E,63.1,57,1662
45300,Very Good,E,63.3,57,1662
45301,Very Good,G,63.2,55,523
45302,Premium,F,63,58,523
45303,Very Good,D,62.3,57,524
45304,Ideal,D,62,53,524
45305,Ideal,D,62.1,57,524
45306,Ideal,D,61.9,55,524
45307,Ideal,D,61.9,55,524
45308,Ideal,D,61.7,57,524
45309,Ideal,D,61.9,57,524
45310,Good,F,64,57,524
45311,Premium,F,61.8,60,524
45312,Very Good,F,58.8,60,524
45313,Ideal,G,61.1,56,524
45314,Ideal,G,61.4,55,524
45315,Ideal,H,62.7,56,524
45316,Very Good,G,60.1,61,524
45317,Very Good,G,58.4,57,524
45318,Premium,H,61.6,59,524
45319,Ideal,G,62.4,55,524
45320,Good,E,63.5,56,524
45321,Ideal,G,62,57,524
45322,Very Good,E,60.4,61,524
45323,Very Good,F,63,55,524
45324,Very Good,F,61.4,55,524
45325,Good,E,63.1,54,524
45326,Good,E,63.1,56,524
45327,Good,E,63.4,56,524
45328,Ideal,H,62.1,55,524
45329,Premium,E,61.2,58,524
45330,Ideal,G,62.1,56,524
45331,Very Good,E,63.5,56,1662
45332,Good,E,63.6,54,1662
45333,Ideal,E,62.9,57,1662
45334,Premium,E,62.5,59,1662
45335,Good,E,63.8,57,1662
45336,Good,E,63.8,55,1662
45337,Premium,E,59.2,58,1662
45338,Ideal,G,60.4,57,1662
45339,Ideal,G,61.8,57,1662
45340,Ideal,G,62,55,1662
45341,Premium,F,59.5,61,1662
45342,Good,J,60.1,64,1663
45343,Very Good,H,63.9,59,1664
45344,Very Good,D,60,57,1664
45345,Very Good,D,63.6,59,1664
45346,Very Good,G,62.2,59,1664
45347,Ideal,E,62.4,55,1664
45348,Very Good,G,61.1,57,1664
45349,Very Good,E,62.9,57,1664
45350,Ideal,G,62.6,54,1664
45351,Ideal,E,61.4,56,1664
45352,Ideal,E,62,55,1664
45353,Premium,E,61.8,60,1664
45354,Premium,E,59.1,62,1664
45355,Ideal,F,62,56,1664
45356,Ideal,D,61.4,56,1664
45357,Ideal,D,61.2,57,1664
45358,Good,D,64.7,55,1664
45359,Premium,E,59.1,60,1664
45360,Ideal,H,62,55,1664
45361,Very Good,E,62.2,56,1665
45362,Very Good,G,61.6,54,1665
45363,Very Good,E,62.5,58,1665
45364,Very Good,G,64,53.8,1665
45365,Ideal,H,61.7,55,1665
45366,Ideal,D,61.1,56,1665
45367,Ideal,E,61.5,57,1665
45368,Ideal,I,61,56,1665
45369,Ideal,G,61.7,57,1665
45370,Ideal,E,62.2,54,1665
45371,Ideal,G,61.6,57,1665
45372,Good,D,63.7,57,1665
45373,Good,G,64.1,56,1666
45374,Ideal,F,62.1,55,1666
45375,Premium,J,61.6,58,1666
45376,Very Good,I,62.2,59,1666
45377,Very Good,J,61.9,58,1666
45378,Ideal,F,62.1,56,1666
45379,Very Good,J,62.7,56,1666
45380,Ideal,H,61.3,56,1666
45381,Ideal,H,61.3,54,1666
45382,Premium,F,62.9,58,1666
45383,Premium,F,59.9,61,1666
45384,Premium,H,59.5,59,1666
45385,Very Good,F,63,59,1667
45386,Ideal,E,61.8,57,1667
45387,Ideal,E,61.4,56,1667
45388,Very Good,G,59.4,62,1667
45389,Ideal,G,61.3,57,1667
45390,Premium,J,60.3,58,1667
45391,Premium,F,58.2,60,1667
45392,Premium,D,60,58,1667
45393,Very Good,D,63.2,55,1667
45394,Premium,F,58.9,59,1667
45395,Premium,I,62,58,1667
45396,Premium,E,61.1,59,1668
45397,Very Good,H,60.9,56,1668
45398,Very Good,G,61.1,56,1668
45399,Ideal,H,61.9,56,1668
45400,Ideal,H,62.1,55,1668
45401,Ideal,H,61.6,55,1668
45402,Ideal,H,60.7,55,1668
45403,Good,D,63.5,56,1668
45404,Very Good,D,62.5,58,1668
45405,Good,D,63.5,56,1668
45406,Premium,E,61.6,58,1668
45407,Good,D,63.1,58,1668
45408,Ideal,E,62.5,56,1668
45409,Ideal,E,62.6,57,1668
45410,Ideal,H,62,56,1668
45411,Ideal,H,61.6,55,1668
45412,Ideal,G,61.9,56,1668
45413,Ideal,G,61.7,56,1668
45414,Ideal,G,60.4,59,1668
45415,Good,G,59.9,61,1668
45416,Premium,G,62.3,56,1668
45417,Ideal,E,60.7,57,1668
45418,Ideal,E,60.6,56,1668
45419,Ideal,E,61.7,57,1668
45420,Ideal,E,61.7,56,1668
45421,Premium,E,61.2,59,1668
45422,Premium,E,61,61,1668
45423,Ideal,E,61.4,55,1668
45424,Ideal,E,62.3,56,1668
45425,Ideal,E,62.1,55,1668
45426,Fair,D,64.4,54,1668
45427,Very Good,E,62.3,61,1669
45428,Ideal,H,61.2,57,1669
45429,Ideal,F,61.8,56,1669
45430,Ideal,I,60.8,56,1669
45431,Very Good,F,60.3,59,1670
45432,Ideal,E,61.9,56,1670
45433,Ideal,E,60.8,55,1670
45434,Very Good,E,63.3,56,1670
45435,Very Good,D,63.7,57,1671
45436,Ideal,H,61.2,55,1671
45437,Ideal,D,61.7,56,1671
45438,Very Good,E,59.5,63,1671
45439,Premium,E,62.9,57,1672
45440,Ideal,D,61.4,55,1672
45441,Ideal,F,61.6,56,1672
45442,Ideal,D,61.1,56,1672
45443,Fair,J,64.6,58,1672
45444,Very Good,I,63.2,60,1672
45445,Premium,E,60.1,58,1672
45446,Ideal,D,61.6,57,1673
45447,Ideal,F,62,58,1673
45448,Good,E,58.3,61,1673
45449,Good,H,64.1,58,1674
45450,Ideal,H,61.8,56,1674
45451,Ideal,D,61.5,56,1674
45452,Very Good,G,63,58,1675
45453,Very Good,J,62.1,58,1675
45454,Premium,E,62.4,59,1675
45455,Very Good,E,62.7,56,1675
45456,Very Good,E,61.7,57,1675
45457,Ideal,E,61.9,55,1675
45458,Good,I,63.5,56,1675
45459,Premium,E,62.2,58,1675
45460,Ideal,E,61.9,55,1675
45461,Ideal,G,61.2,55,1675
45462,Ideal,G,61.4,56,1675
45463,Ideal,E,61.7,54,1675
45464,Very Good,F,61.8,57,1676
45465,Very Good,E,61.7,58,1676
45466,Ideal,E,61.5,56,1676
45467,Ideal,E,61.8,56,1676
45468,Premium,E,62.6,58,1676
45469,Ideal,E,62.9,55,1676
45470,Premium,E,62.9,60,1676
45471,Premium,E,62,58,1676
45472,Ideal,E,62,56,1676
45473,Ideal,E,62.3,57,1676
45474,Premium,E,62.8,60,1676
45475,Premium,E,62.7,59,1676
45476,Premium,F,61.3,59,1676
45477,Premium,G,58.8,59,1676
45478,Premium,F,59.5,60,1676
45479,Ideal,D,60.3,56,1677
45480,Ideal,D,61.9,55,1677
45481,Very Good,D,62.2,57,1678
45482,Ideal,D,62.2,58,1678
45483,Ideal,D,61.7,53,1678
45484,Ideal,D,62.4,55,1678
45485,Ideal,H,61.7,56,1678
45486,Ideal,H,61.6,55,1678
45487,Ideal,H,61.8,56,1678
45488,Ideal,E,62.4,58,1678
45489,Good,F,64.5,62.3,1678
45490,Very Good,E,63.5,59,1678
45491,Very Good,H,60.2,60,1679
45492,Very Good,F,60,57,1679
45493,Ideal,F,61.3,55,1679
45494,Ideal,D,62,56,1679
45495,Ideal,F,62,55.1,1679
45496,Ideal,F,62.5,52.4,1679
45497,Very Good,F,60,59,1680
45498,Very Good,F,60,61.5,1680
45499,Ideal,I,62.1,56,1680
45500,Ideal,F,60.5,56,1680
45501,Ideal,F,59.8,58,1680
45502,Ideal,F,60.4,56,1680
45503,Good,F,60,61,1680
45504,Ideal,I,62.7,57,1681
45505,Ideal,F,61.4,56,1681
45506,Premium,J,58.3,58,1681
45507,Very Good,D,62.6,58,1682
45508,Very Good,E,60.7,54,1682
45509,Very Good,D,61.2,55,1682
45510,Ideal,G,60.7,57,1682
45511,Ideal,F,60.3,57,1682
45512,Ideal,E,61.5,57,1682
45513,Good,F,59.5,62,1682
45514,Premium,E,61.2,62,1682
45515,Ideal,E,61,57,1682
45516,Ideal,E,62.3,54,1683
45517,Ideal,E,61.7,57,1683
45518,Ideal,G,61.3,55,1683
45519,Ideal,F,62.3,55,1683
45520,Ideal,D,62.3,56,1683
45521,Ideal,D,62,57,1683
45522,Premium,D,61.1,58,1683
45523,Ideal,E,61.8,55,1684
45524,Ideal,F,61.6,56,1684
45525,Premium,G,61.1,59,1684
45526,Ideal,D,61.4,55,1684
45527,Ideal,H,61.4,57,1684
45528,Ideal,D,62.1,56,1684
45529,Ideal,G,61.4,57,1684
45530,Premium,E,59.3,62,1684
45531,Ideal,F,61.1,55.9,1685
45532,Good,G,60.8,62,1685
45533,Very Good,G,60.2,56,1686
45534,Ideal,H,61.2,56,1686
45535,Fair,H,66.2,58,1687
45536,Ideal,D,60.4,55,1687
45537,Ideal,H,62.4,56,1687
45538,Ideal,F,61.4,56,1687
45539,Ideal,F,60.6,56,1687
45540,Premium,F,61,58,1687
45541,Premium,F,62.1,58,1687
45542,Ideal,F,62.9,55,1687
45543,Ideal,F,62.9,57,1687
45544,Ideal,D,61.8,55,1687
45545,Premium,D,60.1,60,1687
45546,Premium,D,61,60,1687
45547,Premium,D,60.3,59,1687
45548,Premium,D,62.3,57,1687
45549,Ideal,D,62.4,57,1687
45550,Ideal,D,61.6,56,1687
45551,Ideal,D,61.7,55,1687
45552,Premium,D,61.6,58,1687
45553,Premium,D,60.9,59,1687
45554,Premium,D,60.1,60,1687
45555,Ideal,D,62.8,56,1687
45556,Ideal,F,63.2,57,1687
45557,Premium,E,59,60,1687
